4.06943,85.59,1562357682
4.03449,85.585,1562357682
4.02674,85.58,1562357682
4.03887,85.58,1562357683
4.03436,85.578,1562357683
4.02497,85.5733,1562357683
4.01028,85.5671,1562357683
3.99705,85.5612,1562357683
3.98499,85.5544,1562357683
3.97678,85.548,1562357683
3.9581,85.536,1562357683
3.94852,85.524,1562357683
3.94004,85.511,1562357683
3.92887,85.495,1562357683
3.93304,85.481,1562357683
3.94614,85.471,1562357683
3.96515,85.465,1562357683
3.98414,85.461,1562357683
4.00121,85.461,1562357683
4.01708,85.463,1562357683
4.03509,85.469,1562357683
4.05203,85.477,1562357683
4.06563,85.489,1562357683
4.07464,85.502,1562357683
4.07286,85.512,1562357684
4.06841,85.521,1562357684
4.06121,85.527,1562357684
4.05582,85.531,1562357684
4.05262,85.531,1562357684
4.05268,85.531,1562357684
4.0515,85.528,1562357684
4.05046,85.525,1562357684
4.04537,85.519,1562357684
4.04017,85.513,1562357684
4.04392,85.51,1562357684
4.04392,85.507,1562357684
4.04526,85.504,1562357684
4.04052,85.501,1562357684
4.03178,85.498,1562357684
4.01786,85.493,1562357684
4.00143,85.487,1562357684
3.981,85.478,1562357684
3.96432,85.469,1562357684
3.94623,85.459,1562357684
3.91874,85.447,1562357684
3.89119,85.432,1562357685
3.86369,85.417,1562357685
3.84428,85.401,1562357685
3.82901,85.386,1562357685
3.81337,85.37,1562357685
3.79967,85.354,1562357685
3.78685,85.339,1562357685
3.77477,85.323,1562357685
3.76556,85.308,1562357685
3.75993,85.292,1562357685
3.75588,85.277,1562357685
3.75724,85.261,1562357685
3.76098,85.245,1562357685
3.76756,85.229,1562357685
3.77854,85.213,1562357685
3.80869,85.2,1562357685
3.84717,85.19,1562357685
3.88657,85.183,1562357685
3.92605,85.179,1562357685
3.96412,85.179,1562357685
4.00032,85.181,1562357686
4.02999,85.187,1562357686
4.05339,85.196,1562357686
4.07154,85.205,1562357686
4.07895,85.215,1562357686
4.06415,85.222,1562357686
4.0412,85.226,1562357686
4.01377,85.227,1562357686
3.98322,85.224,1562357686
3.95082,85.218,1562357686
3.91766,85.209,1562357686
3.88619,85.197,1562357686
3.85774,85.182,1562357686
3.83252,85.167,1562357686
3.8134,85.151,1562357686
3.79906,85.136,1562357686
3.78543,85.12,1562357686
3.77467,85.104,1562357686
3.76472,85.089,1562357686
3.7554,85.073,1562357686
3.74843,85.058,1562357687
3.74366,85.042,1562357687
3.75105,85.027,1562357687
3.77523,85.014,1562357687
3.80312,85.004,1562357687
3.83453,84.997,1562357687
3.86599,84.993,1562357687
3.89484,84.99,1562357687
3.9287,84.989,1562357687
3.96104,84.989,1562357687
3.9929,84.989,1562357687
4.02354,84.989,1562357687
4.04004,84.989,1562357687
4.04377,84.989,1562357687
4.04577,84.989,1562357687
4.0398,84.986,1562357687
4.03532,84.981,1562357687
4.03447,84.975,1562357687
4.03629,84.969,1562357687
4.03986,84.966,1562357687
4.04566,84.965,1562357687
4.05428,84.968,1562357688
4.06296,84.973,1562357688
4.06382,84.979,1562357688
4.06404,84.985,1562357688
4.06435,84.991,1562357688
4.06261,84.997,1562357688
4.06018,85.003,1562357688
4.051,85.007,1562357688
4.03832,85.007,1562357688
4.02384,85.005,1562357688
4.00844,84.999,1562357688
4.0023,84.993,1562357688
3.99148,84.984,1562357688
3.98029,84.972,1562357688
3.97218,84.96,1562357688
3.96972,84.947,1562357688
3.96684,84.935,1562357688
3.96424,84.922,1562357688
3.97058,84.91,1562357688
3.98191,84.9,1562357688
3.98459,84.891,1562357689
3.9742,84.879,1562357689
3.97281,84.867,1562357689
3.97135,84.855,1562357689
