3.97886,84.842,1562357689
3.98687,84.832,1562357689
4.00298,84.825,1562357689
4.01905,84.822,1562357689
4.0293,84.821,1562357689
4.02967,84.821,1562357689
4.03447,84.821,1562357689
4.03467,84.821,1562357689
4.03264,84.821,1562357689
4.02825,84.821,1562357689
4.01391,84.821,1562357689
3.99341,84.819,1562357689
3.96361,84.813,1562357689
3.93367,84.804,1562357689
3.90323,84.792,1562357689
3.87666,84.777,1562357689
3.85448,84.761,1562357689
3.84592,84.745,1562357689
3.84226,84.729,1562357689
3.8527,84.713,1562357690
3.86345,84.698,1562357690
3.87866,84.682,1562357690
3.90047,84.669,1562357690
3.91993,84.656,1562357690
3.93935,84.644,1562357690
3.96321,84.631,1562357690
3.9834,84.619,1562357690
3.99869,84.607,1562357690
4.00777,84.594,1562357690
4.00627,84.582,1562357690
4.00885,84.569,1562357690
4.00812,84.557,1562357690
4.00218,84.542,1562357690
4.00012,84.527,1562357690
3.99913,84.511,1562357690
3.99522,84.495,1562357690
3.99755,84.481,1562357690
4.00829,84.471,1562357690
4.02311,84.465,1562357690
4.0377,84.461,1562357690
4.04731,84.461,1562357690
4.05524,84.463,1562357690
4.05365,84.466,1562357690
4.04871,84.469,1562357691
4.03951,84.472,1562357691
4.02471,84.476,1562357691
4.00018,84.477,1562357691
3.96576,84.474,1562357691
3.92924,84.468,1562357691
3.88885,84.459,1562357691
3.85246,84.447,1562357691
3.81688,84.432,1562357691
3.79251,84.417,1562357691
3.76993,84.401,1562357691
3.75179,84.386,1562357691
3.73884,84.37,1562357691
3.73035,84.354,1562357691
3.72441,84.339,1562357691
3.71871,84.323,1562357691
3.71726,84.308,1562357691
3.71459,84.292,1562357691
3.71295,84.277,1562357691
3.71078,84.261,1562357691
3.70914,84.245,1562357691
3.70789,84.229,1562357691
3.70632,84.213,1562357691
3.70574,84.198,1562357691
3.70343,84.182,1562357691
3.70238,84.167,1562357692
3.70115,84.151,1562357692
3.69995,84.136,1562357692
3.73467,84.123,1562357692
3.76733,84.113,1562357692
